SelectionID,ObjectID,time_begin,time_end,Type,Depth
277,17235,,,,
277,17236,,,,
277,17237,,,,
277,17238,,,,
277,36699,,,,
277,36700,,,,
277,36701,,,,
277,36702,,,,
277,36703,,,,
277,26808,,,,
277,26809,,,,
277,36565,,,,
277,36566,,,,
277,36567,,,,
277,36568,,,,
277,36569,,,,
277,36570,,,,
277,36571,,,,
277,36572,,,,
277,36573,,,,
277,36574,,,,
277,36575,,,,
277,36576,,,,
277,36577,,,,
277,36578,,,,
277,36579,,,,
277,36580,,,,
277,36581,,,,
277,36582,,,,
277,36704,,,,
277,36705,,,,
277,36706,,,,
277,36707,,,,
277,36708,,,,
277,36709,,,,
277,36710,,,,
277,36711,,,,
277,36712,,,,
277,36713,,,,
277,36714,,,,
277,36715,,,,
277,36716,,,,
277,36717,,,,
277,36718,,,,
277,36719,,,,
277,36720,,,,
277,36721,,,,
277,36722,,,,
277,36688,,,,
277,36689,,,,
277,36690,,,,
277,36832,,,,
277,36833,,,,
277,36183,,,,
277,36184,,,,
277,36185,,,,
277,36186,,,,
277,25978,,,,
277,25979,,,,
277,25980,,,,
277,25981,,,,
277,25982,,,,
277,25983,,,,
277,25984,,,,
277,25415,,,,
277,25416,,,,
277,25417,,,,
277,25418,,,,
277,25419,,,,
277,25420,,,,
277,25421,,,,
277,25422,,,,
277,25423,,,,
277,25424,,,,
277,25425,,,,
277,25426,,,,
277,25427,,,,
277,25428,,,,
277,25429,,,,
277,25430,,,,
277,25431,,,,
277,25432,,,,
277,26062,,,,
277,26063,,,,
277,26064,,,,
277,26294,,,,
277,26295,,,,
277,26296,,,,
277,26297,,,,
277,26298,,,,
277,26299,,,,
277,26300,,,,
277,26301,,,,
277,26302,,,,
277,26303,,,,
277,26304,,,,
277,26305,,,,
277,26306,,,,
277,26307,,,,
277,26308,,,,
277,26309,,,,
277,26310,,,,
277,26311,,,,
277,26312,,,,
277,26313,,,,
277,26314,,,,
277,26315,,,,
277,26009,,,,
277,26010,,,,
277,26011,,,,
277,26012,,,,
277,26013,,,,
277,26316,,,,
277,26317,,,,
277,25373,,,,
277,25374,,,,
277,25375,,,,
277,25376,,,,
277,25377,,,,
277,25378,,,,
277,25379,,,,
277,25380,,,,
277,25381,,,,
277,25382,,,,
277,25383,,,,
277,25384,,,,
277,25385,,,,
277,25386,,,,
277,25387,,,,
277,25388,,,,
277,25389,,,,
277,25390,,,,
277,25391,,,,
277,25392,,,,
277,25985,,,,
277,25986,,,,
277,25987,,,,
277,25988,,,,
277,25989,,,,
277,25990,,,,
277,25991,,,,
277,25992,,,,
277,25993,,,,
277,25994,,,,
277,25995,,,,
277,25996,,,,
277,25997,,,,
277,25998,,,,
277,25999,,,,
277,26000,,,,
277,26001,,,,
277,26002,,,,
277,26003,,,,
277,26004,,,,
277,26005,,,,
277,26006,,,,
277,26007,,,,
277,26008,,,,
277,26014,,,,
277,26015,,,,
277,26016,,,,
277,26090,,,,
277,26091,,,,
277,26092,,,,
277,26093,,,,
277,26094,,,,
277,26095,,,,
277,26096,,,,
277,26097,,,,
277,26098,,,,
277,26099,,,,
277,26100,,,,
277,26101,,,,
277,26102,,,,
277,26103,,,,
277,26104,,,,
277,26105,,,,
277,26106,,,,
277,26107,,,,
277,26108,,,,
277,26109,,,,
277,26110,,,,
277,25393,,,,
277,25394,,,,
277,25395,,,,
277,25396,,,,
277,25397,,,,
277,25398,,,,
277,25399,,,,
277,25400,,,,
277,25401,,,,
277,25402,,,,
277,25403,,,,
277,25404,,,,
277,25405,,,,
277,25406,,,,
277,25407,,,,
277,25408,,,,
277,25409,,,,
277,25410,,,,
277,25411,,,,
277,25412,,,,
277,25413,,,,
277,25414,,,,
277,26203,,,,
277,26204,,,,
277,26205,,,,
277,26017,,,,
277,26018,,,,
277,26451,,,,
277,26452,,,,
277,26453,,,,
277,26454,,,,
277,26455,,,,
277,26456,,,,
277,26457,,,,
277,26458,,,,
277,26459,,,,
277,26460,,,,
277,26123,,,,
277,26124,,,,
277,26125,,,,
277,26070,,,,
277,26071,,,,
277,26072,,,,
277,26073,,,,
277,26074,,,,
277,26075,,,,
277,26076,,,,
277,26077,,,,
277,26078,,,,
277,26079,,,,
277,26080,,,,
277,26081,,,,
277,26082,,,,
277,26083,,,,
277,26084,,,,
277,26085,,,,
277,26086,,,,
277,26067,,,,
277,26068,,,,
277,26069,,,,
277,26021,,,,
277,26022,,,,
277,26019,,,,
277,26020,,,,
277,26361,,,,
277,26362,,,,
277,26363,,,,
277,26364,,,,
277,26365,,,,
277,26366,,,,
277,26367,,,,
277,26368,,,,
277,26369,,,,
277,26370,,,,
277,26544,,,,
277,26545,,,,
277,26546,,,,
277,26553,,,,
277,26554,,,,
277,26547,,,,
277,26548,,,,
277,26549,,,,
277,26550,,,,
277,26551,,,,
277,26552,,,,
277,26318,,,,
277,26319,,,,
277,26320,,,,
277,26321,,,,
277,26322,,,,
277,26337,,,,
277,26338,,,,
277,26339,,,,
277,26340,,,,
277,26341,,,,
277,26342,,,,
277,26597,,,,
277,26598,,,,
277,26599,,,,
277,26600,,,,
277,26601,,,,
277,26602,,,,
277,26603,,,,
277,26604,,,,
277,26605,,,,
277,26606,,,,
277,26607,,,,
277,26608,,,,
277,26609,,,,
277,26610,,,,
277,26611,,,,
277,26612,,,,
277,26613,,,,
277,26614,,,,
277,26615,,,,
277,26616,,,,
277,26035,,,,
277,26036,,,,
277,26037,,,,
277,26038,,,,
277,26111,,,,
277,26112,,,,
277,26113,,,,
277,26114,,,,
277,26115,,,,
277,26557,,,,
277,26558,,,,
277,26705,,,,
277,26706,,,,
277,26707,,,,
277,26708,,,,
277,26709,,,,
277,26710,,,,
277,26711,,,,
277,26712,,,,
277,26713,,,,
277,26714,,,,
277,26715,,,,
277,26716,,,,
277,26717,,,,
277,26718,,,,
277,26719,,,,
277,26720,,,,
277,26721,,,,
277,26722,,,,
277,26723,,,,
277,26724,,,,
277,26725,,,,
277,26726,,,,
277,26727,,,,
277,26728,,,,
277,26729,,,,
277,26730,,,,
277,26731,,,,
277,26732,,,,
277,26733,,,,
277,26734,,,,
277,26735,,,,
277,26736,,,,
277,26737,,,,
277,26738,,,,
277,26739,,,,
277,26740,,,,
277,26741,,,,
277,26742,,,,
277,26743,,,,
277,26744,,,,
277,26745,,,,
277,26746,,,,
277,26747,,,,
277,26748,,,,
277,26749,,,,
277,26750,,,,
277,26751,,,,
277,26752,,,,
277,26753,,,,
277,26754,,,,
277,26755,,,,
277,26756,,,,
277,26757,,,,
277,26758,,,,
277,26759,,,,
277,26619,,,,
277,26620,,,,
277,26621,,,,
277,26622,,,,
277,26623,,,,
277,26624,,,,
277,26625,,,,
277,26626,,,,
277,26627,,,,
277,26628,,,,
277,26629,,,,
277,26630,,,,
277,26631,,,,
277,26632,,,,
277,26633,,,,
277,26634,,,,
277,26635,,,,
277,26636,,,,
277,26637,,,,
277,26638,,,,
277,26639,,,,
277,26640,,,,
277,26641,,,,
277,26642,,,,
277,26643,,,,
277,26644,,,,
277,26645,,,,
277,26646,,,,
277,26647,,,,
277,26648,,,,
277,26649,,,,
277,26650,,,,
277,26651,,,,
277,26652,,,,
277,26180,,,,
277,26181,,,,
277,26182,,,,
277,26183,,,,
277,26184,,,,
277,26185,,,,
277,26186,,,,
277,26187,,,,
277,26188,,,,
277,26189,,,,
277,26190,,,,
277,26191,,,,
277,26192,,,,
277,26812,,,,
277,26813,,,,
277,26814,,,,
277,26815,,,,
277,26816,,,,
277,26817,,,,
277,26818,,,,
277,26819,,,,
277,26820,,,,
277,26821,,,,
277,26822,,,,
277,26555,,,,
277,26556,,,,
277,37851,,,,
277,37852,,,,
277,37853,,,,
277,37854,,,,
277,37855,,,,
277,37856,,,,
277,37857,,,,
277,16074,,,,
277,16075,,,,
277,16076,,,,
277,16077,,,,
277,16078,,,,
277,16079,,,,
277,37809,,,,
277,37810,,,,
277,37811,,,,
277,37812,,,,
277,37813,,,,
277,37814,,,,
277,37815,,,,
277,37816,,,,
277,37817,,,,
277,37818,,,,
277,37819,,,,
277,37820,,,,
277,37821,,,,
277,37822,,,,
277,37823,,,,
277,37824,,,,
277,37825,,,,
277,37826,,,,
277,37827,,,,
277,37828,,,,
277,37829,,,,
277,37830,,,,
277,37831,,,,
277,37858,,,,
277,37859,,,,
277,37881,,,,
277,37882,,,,
277,37883,,,,
277,37884,,,,
277,37885,,,,
277,37886,,,,
277,37887,,,,
277,37888,,,,
277,37889,,,,
277,37890,,,,
277,37891,,,,
277,37892,,,,
277,37893,,,,
277,37894,,,,
277,26978,,,,
277,26979,,,,
277,26980,,,,
277,26981,,,,
277,26982,,,,
277,26198,,,,
277,26199,,,,
277,26193,,,,
277,26194,,,,
277,26195,,,,
277,26196,,,,
277,26197,,,,
277,26802,,,,
277,26803,,,,
277,26804,,,,
277,26805,,,,
277,26578,,,,
277,26579,,,,
277,26580,,,,
277,26581,,,,
277,26582,,,,
277,26583,,,,
277,26584,,,,
277,26585,,,,
277,26586,,,,
277,26587,,,,
277,26588,,,,
277,26589,,,,
277,26590,,,,
277,26591,,,,
277,26592,,,,
277,26806,,,,
277,26807,,,,
277,26559,,,,
277,26560,,,,
277,26561,,,,
277,26562,,,,
277,26563,,,,
277,26564,,,,
277,26565,,,,
277,26566,,,,
277,26567,,,,
277,26568,,,,
277,26569,,,,
277,26570,,,,
277,26571,,,,
277,26206,,,,
277,26207,,,,
277,26208,,,,
277,26209,,,,
277,26210,,,,
277,26572,,,,
277,26573,,,,
277,26574,,,,
277,26575,,,,
277,26576,,,,
277,26577,,,,
277,26674,,,,
277,26675,,,,
277,26676,,,,
277,26677,,,,
277,26678,,,,
277,26679,,,,
277,26680,,,,
277,26681,,,,
277,26682,,,,
277,26683,,,,
277,26684,,,,
277,26685,,,,
277,26686,,,,
277,26687,,,,
277,26688,,,,
277,26689,,,,
277,26690,,,,
277,26691,,,,
277,26692,,,,
277,26693,,,,
277,26694,,,,
277,26695,,,,
277,26696,,,,
277,26697,,,,
277,26698,,,,
277,26699,,,,
277,26700,,,,
277,26701,,,,
277,26702,,,,
277,26703,,,,
277,26704,,,,
277,26217,,,,
277,26218,,,,
277,26055,,,,
277,26056,,,,
277,26057,,,,
277,26058,,,,
277,26059,,,,
277,26531,,,,
277,26532,,,,
277,26533,,,,
277,26534,,,,
277,26535,,,,
277,26442,,,,
277,26443,,,,
277,26444,,,,
277,26445,,,,
277,26446,,,,
277,26447,,,,
277,26448,,,,
277,26449,,,,
277,26450,,,,
277,26133,,,,
277,26134,,,,
277,26135,,,,
277,26136,,,,
277,26137,,,,
277,26138,,,,
277,26139,,,,
277,26140,,,,
277,26507,,,,
277,26508,,,,
277,26509,,,,
277,26510,,,,
277,26511,,,,
277,26512,,,,
277,26513,,,,
277,26514,,,,
277,26515,,,,
277,26516,,,,
277,26517,,,,
277,26518,,,,
277,26519,,,,
277,26520,,,,
277,26141,,,,
277,26142,,,,
277,26143,,,,
277,26144,,,,
277,26145,,,,
277,26146,,,,
277,26039,,,,
277,26040,,,,
277,26087,,,,
277,26088,,,,
277,26089,,,,
277,26147,,,,
277,26148,,,,
277,26149,,,,
277,16135,,,,
277,16136,,,,
277,24220,,,,
277,24221,,,,
277,24222,,,,
277,24223,,,,
277,24224,,,,
277,24225,,,,
277,24226,,,,
277,24227,,,,
277,24228,,,,
277,24229,,,,
277,24230,,,,
277,24231,,,,
277,27333,,,,
277,27334,,,,
277,27335,,,,
277,27336,,,,
277,27337,,,,
277,27338,,,,
277,27339,,,,
277,27340,,,,
277,27341,,,,
277,26762,,,,
277,26763,,,,
277,26764,,,,
277,26765,,,,
277,26766,,,,
277,26767,,,,
277,26768,,,,
277,26769,,,,
277,26770,,,,
277,26771,,,,
277,26772,,,,
277,26773,,,,
277,26774,,,,
277,26775,,,,
277,26776,,,,
277,26777,,,,
277,26778,,,,
277,26779,,,,
277,26780,,,,
277,26781,,,,
277,26782,,,,
277,26783,,,,
277,26784,,,,
277,26785,,,,
277,26786,,,,
277,26787,,,,
277,26788,,,,
277,26789,,,,
277,26790,,,,
277,26791,,,,
277,26792,,,,
277,26793,,,,
277,26794,,,,
277,26795,,,,
277,26796,,,,
277,26797,,,,
277,26798,,,,
277,26799,,,,
277,26800,,,,
277,26801,,,,
277,26653,,,,
277,26654,,,,
277,26655,,,,
277,26656,,,,
277,26657,,,,
277,26658,,,,
277,26659,,,,
277,26660,,,,
277,26661,,,,
277,26662,,,,
277,26663,,,,
277,26667,,,,
277,26668,,,,
277,26176,,,,
277,26177,,,,
277,26178,,,,
277,26179,,,,
277,26352,,,,
277,26353,,,,
277,26354,,,,
277,26355,,,,
277,26356,,,,
277,26357,,,,
277,26358,,,,
277,26359,,,,
277,26360,,,,
277,26150,,,,
277,26151,,,,
277,26384,,,,
277,26385,,,,
277,26386,,,,
277,26387,,,,
277,26388,,,,
277,26389,,,,
277,26390,,,,
277,26371,,,,
277,26372,,,,
277,26373,,,,
277,26374,,,,
277,26375,,,,
277,26376,,,,
277,26377,,,,
277,26378,,,,
277,26379,,,,
277,26380,,,,
277,26381,,,,
277,26382,,,,
277,26383,,,,
277,26156,,,,
277,26157,,,,
277,26461,,,,
277,26462,,,,
277,26463,,,,
277,26464,,,,
277,26465,,,,
277,26466,,,,
277,26467,,,,
277,26468,,,,
277,26469,,,,
277,26470,,,,
277,26471,,,,
277,26472,,,,
277,26473,,,,
277,26474,,,,
277,26475,,,,
277,26476,,,,
277,26477,,,,
277,26478,,,,
277,26479,,,,
277,26480,,,,
277,26481,,,,
277,26482,,,,
277,26483,,,,
277,26484,,,,
277,26485,,,,
277,26486,,,,
277,26487,,,,
277,26488,,,,
277,26489,,,,
277,26490,,,,
277,26491,,,,
277,26492,,,,
277,26493,,,,
277,26494,,,,
277,26495,,,,
277,26496,,,,
277,26497,,,,
277,26498,,,,
277,26499,,,,
277,26500,,,,
277,26501,,,,
277,26502,,,,
277,26503,,,,
277,26504,,,,
277,26505,,,,
277,26506,,,,
277,26391,,,,
277,26392,,,,
277,26393,,,,
277,26394,,,,
277,26395,,,,
277,26396,,,,
277,26397,,,,
277,26398,,,,
277,26399,,,,
277,26400,,,,
277,26401,,,,
277,26402,,,,
277,26403,,,,
277,26404,,,,
277,26405,,,,
277,26406,,,,
277,26407,,,,
277,26408,,,,
277,26409,,,,
277,26410,,,,
277,26411,,,,
277,26412,,,,
277,26413,,,,
277,26414,,,,
277,26415,,,,
277,26416,,,,
277,26417,,,,
277,26418,,,,
277,26419,,,,
277,16137,,,,
277,16138,,,,
277,26200,,,,
277,26201,,,,
277,26202,,,,
277,26593,,,,
277,26594,,,,
277,26595,,,,
277,26596,,,,
277,26158,,,,
277,26159,,,,
277,26160,,,,
277,26161,,,,
277,26162,,,,
277,26163,,,,
277,26164,,,,
277,26165,,,,
277,26166,,,,
277,26167,,,,
277,26168,,,,
277,26169,,,,
277,41495,,,,
277,41496,,,,
277,41497,,,,
277,41498,,,,
277,26170,,,,
277,26171,,,,
277,26172,,,,
277,26173,,,,
277,26174,,,,
277,26175,,,,
277,19251,,,,
277,19252,,,,
277,19253,,,,
277,19254,,,,
277,19255,,,,
277,19256,,,,
277,19257,,,,
277,19258,,,,
277,19259,,,,
277,19260,,,,
277,19261,,,,
277,19262,,,,
277,19263,,,,
277,19264,,,,
277,19265,,,,
277,19266,,,,
277,19267,,,,
277,19268,,,,
277,19269,,,,
277,19270,,,,
277,19271,,,,
277,19272,,,,
277,19273,,,,
277,19274,,,,
277,19275,,,,
277,19276,,,,
277,19277,,,,
277,19278,,,,
277,19279,,,,
277,19280,,,,
277,19281,,,,
277,19282,,,,
277,19283,,,,
277,19284,,,,
277,19285,,,,
277,19286,,,,
277,19287,,,,
277,26152,,,,
277,26153,,,,
277,26154,,,,
277,26155,,,,
277,16139,,,,
277,16140,,,,
277,26669,,,,
277,26670,,,,
277,26671,,,,
277,26672,,,,
277,26673,,,,
277,13748,,,,
277,13749,,,,
277,26116,,,,
277,26117,,,,
277,26118,,,,
277,26119,,,,
277,26120,,,,
277,26213,,,,
277,26214,,,,
277,26215,,,,
277,26216,,,,
277,26420,,,,
277,26421,,,,
277,26422,,,,
277,26423,,,,
277,17079,,,,
277,17080,,,,
277,17081,,,,
277,17082,,,,
277,17083,,,,
277,17084,,,,
277,17085,,,,
277,17086,,,,
277,17087,,,,
277,17088,,,,
277,17089,,,,
277,17090,,,,
277,17091,,,,
277,17092,,,,
277,17093,,,,
277,17094,,,,
277,17095,,,,
277,17096,,,,
277,17097,,,,
277,17098,,,,
277,17099,,,,
277,17100,,,,
277,17101,,,,
277,17102,,,,
277,17103,,,,
277,17104,,,,
277,17105,,,,
277,17106,,,,
277,17107,,,,
277,17108,,,,
277,17109,,,,
277,17110,,,,
277,17111,,,,
277,17112,,,,
277,17113,,,,
277,17114,,,,
277,17115,,,,
277,17116,,,,
277,26065,,,,
277,26066,,,,
277,26343,,,,
277,26344,,,,
277,26345,,,,
277,26346,,,,
277,26347,,,,
277,26348,,,,
277,26349,,,,
277,26350,,,,
277,26351,,,,
277,26045,,,,
277,26046,,,,
277,26023,,,,
277,26024,,,,
277,26025,,,,
277,26026,,,,
277,26027,,,,
277,26028,,,,
277,26029,,,,
277,26030,,,,
277,26031,,,,
277,26032,,,,
277,26041,,,,
277,26042,,,,
277,26043,,,,
277,26044,,,,
277,26323,,,,
277,26324,,,,
277,26325,,,,
277,26326,,,,
277,26327,,,,
277,26328,,,,
277,26329,,,,
277,26330,,,,
277,26331,,,,
277,26332,,,,
277,26333,,,,
277,26334,,,,
277,26335,,,,
277,26336,,,,
277,26424,,,,
277,26425,,,,
277,26426,,,,
277,26427,,,,
277,26428,,,,
277,26429,,,,
277,26430,,,,
277,26431,,,,
277,26432,,,,
277,26433,,,,
277,26434,,,,
277,26435,,,,
277,26436,,,,
277,26437,,,,
277,26438,,,,
277,26439,,,,
277,26440,,,,
277,26441,,,,
277,26126,,,,
277,26127,,,,
277,26128,,,,
277,26129,,,,
277,26130,,,,
277,26131,,,,
277,26132,,,,
277,26521,,,,
277,26522,,,,
277,26523,,,,
277,26524,,,,
277,26525,,,,
277,26526,,,,
277,26527,,,,
277,26528,,,,
277,26529,,,,
277,26530,,,,
277,25098,,,,
277,25099,,,,
277,24064,,,,
277,24065,,,,
277,24066,,,,
277,24067,,,,
277,23920,,,,
277,23921,,,,
277,23922,,,,
277,23923,,,,
277,23924,,,,
277,23925,,,,
277,23926,,,,
277,23927,,,,
277,23928,,,,
277,23929,,,,
277,23930,,,,
277,23931,,,,
277,23932,,,,
277,23933,,,,
277,23934,,,,
277,23935,,,,
277,23936,,,,
277,23937,,,,
277,23938,,,,
277,23939,,,,
277,23940,,,,
277,23941,,,,
277,543,,,,
277,544,,,,
277,545,,,,
277,546,,,,
277,547,,,,
277,548,,,,
277,549,,,,
277,550,,,,
277,551,,,,
277,552,,,,
277,553,,,,
277,554,,,,
277,555,,,,
277,556,,,,
277,424,,,,
277,425,,,,
277,588,,,,
277,589,,,,
277,37695,,,,
277,37696,,,,
277,37697,,,,
277,37698,,,,
277,37699,,,,
277,37700,,,,
277,37701,,,,
277,37702,,,,
277,37703,,,,
277,37645,,,,
277,37646,,,,
277,37647,,,,
277,37648,,,,
277,37649,,,,
277,37650,,,,
277,37651,,,,
277,37652,,,,
277,37653,,,,
277,37654,,,,
277,37655,,,,
277,37656,,,,
277,37657,,,,
277,37658,,,,
277,37659,,,,
277,37660,,,,
277,37661,,,,
277,37662,,,,
277,37663,,,,
277,37664,,,,
277,37665,,,,
277,37666,,,,
277,37667,,,,
277,37668,,,,
277,2174,,,,
277,2175,,,,
277,2176,,,,
277,2177,,,,
277,2178,,,,
277,2179,,,,
277,2180,,,,
277,2181,,,,
277,2182,,,,
277,2183,,,,
277,2184,,,,
277,2185,,,,
277,2186,,,,
277,2187,,,,
277,2188,,,,
277,2189,,,,
277,2190,,,,
277,2191,,,,
277,2192,,,,
277,2193,,,,
277,2194,,,,
277,2195,,,,
277,2196,,,,
277,11073,,,,
277,11074,,,,
277,11075,,,,
277,11076,,,,
277,11077,,,,
277,11078,,,,
277,11079,,,,
277,11080,,,,
277,11081,,,,
277,11082,,,,
277,11083,,,,
277,11084,,,,
277,11085,,,,
277,11086,,,,
277,11087,,,,
277,37690,,,,
277,37691,,,,
277,37692,,,,
277,37693,,,,
277,37694,,,,
277,24379,,,,
277,24380,,,,
277,24381,,,,
277,24382,,,,
277,24383,,,,
277,24384,,,,
277,24385,,,,
277,24386,,,,
277,24387,,,,
277,24388,,,,
277,24389,,,,
277,24390,,,,
277,24391,,,,
277,24392,,,,
277,24393,,,,
277,24394,,,,
277,24395,,,,
277,24396,,,,
277,24397,,,,
277,24398,,,,
277,24399,,,,
277,24400,,,,
277,24401,,,,
277,24402,,,,
277,24403,,,,
277,24404,,,,
277,24405,,,,
277,24406,,,,
277,24407,,,,
277,24408,,,,
277,24409,,,,
277,24410,,,,
277,25086,,,,
277,25087,,,,
277,25088,,,,
277,25089,,,,
277,25090,,,,
277,25091,,,,
277,25092,,,,
277,25093,,,,
277,25094,,,,
277,1418,,,,
277,1419,,,,
277,972,,,,
277,973,,,,
277,974,,,,
277,975,,,,
277,976,,,,
277,977,,,,
277,978,,,,
277,979,,,,
277,980,,,,
277,981,,,,
277,982,,,,
277,983,,,,
277,984,,,,
277,985,,,,
277,986,,,,
277,987,,,,
277,988,,,,
277,989,,,,
277,990,,,,
277,991,,,,
277,992,,,,
277,993,,,,
277,994,,,,
277,995,,,,
277,996,,,,
277,997,,,,
277,998,,,,
277,999,,,,
277,1000,,,,
277,1001,,,,
277,1002,,,,
277,1003,,,,
277,1004,,,,
277,1005,,,,
277,1006,,,,
277,1007,,,,
277,1008,,,,
277,1009,,,,
277,1010,,,,
277,1011,,,,
277,1012,,,,
277,1013,,,,
277,1014,,,,
277,1015,,,,
277,1016,,,,
277,1017,,,,
277,1018,,,,
277,1019,,,,
277,1020,,,,
277,1021,,,,
277,1022,,,,
277,1023,,,,
277,16695,,,,
277,16696,,,,
277,16697,,,,
277,16698,,,,
277,16699,,,,
277,16700,,,,
277,16701,,,,
277,16702,,,,
277,16703,,,,
277,16704,,,,
277,16705,,,,
277,16706,,,,
277,16707,,,,
277,16708,,,,
277,16709,,,,
277,16710,,,,
277,16711,,,,
277,16712,,,,
277,16713,,,,
277,16714,,,,
277,16715,,,,
277,16716,,,,
277,16717,,,,
277,16718,,,,
277,16719,,,,
277,16720,,,,
277,16721,,,,
277,16722,,,,
277,16723,,,,
277,16724,,,,
277,16725,,,,
277,16726,,,,
277,16727,,,,
277,16728,,,,
277,16729,,,,
277,16730,,,,
277,16731,,,,
277,16732,,,,
277,16733,,,,
277,16734,,,,
277,16735,,,,
277,16736,,,,
277,16737,,,,
277,16738,,,,
277,16739,,,,
277,16740,,,,
277,16741,,,,
277,16742,,,,
277,16743,,,,
277,16744,,,,
277,16745,,,,
277,16746,,,,
277,16747,,,,
277,16748,,,,
277,24146,,,,
277,24147,,,,
277,24148,,,,
277,24149,,,,
277,24150,,,,
277,1711,,,,
277,1712,,,,
277,1713,,,,
277,1714,,,,
277,1715,,,,
277,1716,,,,
277,1717,,,,
277,1718,,,,
277,1719,,,,
277,1720,,,,
277,1721,,,,
277,1722,,,,
277,1723,,,,
277,1724,,,,
277,1725,,,,
277,1726,,,,
277,1727,,,,
277,1728,,,,
277,2961,,,,
277,2962,,,,
277,2963,,,,
277,2964,,,,
277,2965,,,,
277,2966,,,,
277,2967,,,,
277,2968,,,,
277,2969,,,,
277,2970,,,,
277,2971,,,,
277,2972,,,,
277,2973,,,,
277,2974,,,,
277,2975,,,,
277,2976,,,,
277,2977,,,,
277,11097,,,,
277,11098,,,,
277,11099,,,,
277,11100,,,,
277,11101,,,,
277,11102,,,,
277,11103,,,,
277,11104,,,,
277,11105,,,,
277,11106,,,,
277,11107,,,,
277,11108,,,,
277,11109,,,,
277,38136,,,,
277,38137,,,,
277,1185,,,,
277,1186,,,,
277,1187,,,,
277,1188,,,,
277,1189,,,,
277,1190,,,,
277,1191,,,,
277,1192,,,,
277,1193,,,,
277,1194,,,,
277,1195,,,,
277,1196,,,,
277,2761,,,,
277,2762,,,,
277,2763,,,,
277,2764,,,,
277,2765,,,,
277,2766,,,,
277,2767,,,,
277,2768,,,,
277,2769,,,,
277,2770,,,,
277,2771,,,,
277,2772,,,,
277,2773,,,,
277,2774,,,,
277,2775,,,,
277,4006,,,,
277,4007,,,,
277,4008,,,,
277,4009,,,,
277,4010,,,,
277,4011,,,,
277,4012,,,,
277,4013,,,,
277,4014,,,,
277,4015,,,,
277,4016,,,,
277,4017,,,,
277,4018,,,,
277,4019,,,,
277,4020,,,,
277,4021,,,,
277,4022,,,,
277,4023,,,,
277,4024,,,,
277,4025,,,,
277,4026,,,,
277,4027,,,,
277,4028,,,,
277,4029,,,,
277,4030,,,,
277,4031,,,,
277,37704,,,,
277,37705,,,,
277,37706,,,,
277,37707,,,,
277,37708,,,,
277,37709,,,,
277,37710,,,,
277,37711,,,,
277,37712,,,,
277,37713,,,,
277,37714,,,,
277,37715,,,,
277,37716,,,,
277,1364,,,,
277,1365,,,,
277,1366,,,,
277,1367,,,,
277,13745,,,,
277,13746,,,,
277,13747,,,,
277,37786,,,,
277,37787,,,,
277,37788,,,,
277,37789,,,,
277,37790,,,,
277,37791,,,,
277,37792,,,,
277,37793,,,,
277,37794,,,,
277,37795,,,,
277,37796,,,,
277,37797,,,,
277,37798,,,,
277,37799,,,,
277,37800,,,,
277,37801,,,,
277,37802,,,,
277,37803,,,,
277,37804,,,,
277,37805,,,,
277,37806,,,,
277,37807,,,,
277,37808,,,,
277,37996,,,,
277,37997,,,,
277,37998,,,,
277,37999,,,,
277,38000,,,,
277,38001,,,,
277,38002,,,,
277,38003,,,,
277,38004,,,,
277,38005,,,,
277,38006,,,,
277,38007,,,,
277,38008,,,,
277,38009,,,,
277,38010,,,,
277,38011,,,,
277,38012,,,,
277,38013,,,,
277,38014,,,,
277,38015,,,,
277,38016,,,,
277,38017,,,,
277,38018,,,,
277,38019,,,,
277,38020,,,,
277,38021,,,,
277,38022,,,,
277,38023,,,,
277,38024,,,,
277,38025,,,,
277,38026,,,,
277,38027,,,,
277,38028,,,,
277,38029,,,,
277,38030,,,,
277,38031,,,,
277,38032,,,,
277,38033,,,,
277,38034,,,,
277,38035,,,,
277,38036,,,,
277,1293,,,,
277,1294,,,,
277,1295,,,,
277,4274,,,,
277,4275,,,,
277,4276,,,,
277,4277,,,,
277,4278,,,,
277,4279,,,,
277,4280,,,,
277,4281,,,,
277,4282,,,,
277,4283,,,,
277,4284,,,,
277,4285,,,,
277,4286,,,,
277,4287,,,,
277,4288,,,,
277,4289,,,,
277,4290,,,,
277,4291,,,,
277,4292,,,,
277,4293,,,,
277,4294,,,,
277,4295,,,,
277,4296,,,,
277,4297,,,,
277,4298,,,,
277,4299,,,,
277,4300,,,,
277,4301,,,,
277,4302,,,,
277,4303,,,,
277,4304,,,,
277,4305,,,,
277,4306,,,,
277,4307,,,,
277,4308,,,,
277,4309,,,,
277,4310,,,,
277,4311,,,,
277,4312,,,,
277,4313,,,,
277,4314,,,,
277,4315,,,,
277,4316,,,,
277,4317,,,,
277,4318,,,,
277,4319,,,,
277,4320,,,,
277,4321,,,,
277,4322,,,,
277,4323,,,,
277,4324,,,,
277,4325,,,,
277,4326,,,,
277,4327,,,,
277,4328,,,,
277,4329,,,,
277,4330,,,,
277,4331,,,,
277,4332,,,,
277,1335,,,,
277,1336,,,,
277,1337,,,,
277,1338,,,,
277,715,,,,
277,716,,,,
277,717,,,,
277,718,,,,
277,719,,,,
277,720,,,,
277,721,,,,
277,722,,,,
277,723,,,,
277,724,,,,
277,725,,,,
277,726,,,,
277,727,,,,
